2023/03/10 15:25;1,06305
2023/03/10 15:30;1,06305
2023/03/10 15:35;1,06305
2023/03/10 15:40;1,06404
2023/03/10 15:45;1,06404
2023/03/10 15:50;1,06404
2023/03/10 15:55;1,06706
2023/03/10 16:00;1,06706
2023/03/10 16:05;1,06521
2023/03/10 16:10;1,06664
2023/03/10 16:15;1,06786
2023/03/10 16:20;1,06797
2023/03/10 16:25;1,06744
2023/03/10 16:30;1,06744
2023/03/10 16:35;1,06744
2023/03/10 16:40;1,06843
2023/03/10 16:45;1,06871
2023/03/10 16:50;1,06871
2023/03/10 16:55;1,06952
2023/03/10 17:00;1,06996
2023/03/10 17:05;1,06896
2023/03/10 17:10;1,06932
2023/03/10 17:15;1,06800
2023/03/10 17:20;1,06800
2023/03/10 17:25;1,06715
2023/03/10 17:30;1,06715
2023/03/10 17:35;1,06723
2023/03/10 17:40;1,06723
2023/03/10 17:45;1,06673
2023/03/10 17:50;1,06620
2023/03/10 17:55;1,06620
2023/03/10 18:00;1,06620
2023/03/10 18:05;1,06673
2023/03/10 18:10;1,06578
2023/03/10 18:15;1,06597
2023/03/10 18:20;1,06613
2023/03/10 18:25;1,06633
2023/03/10 18:30;1,06633
2023/03/10 18:35;1,06625
2023/03/10 18:40;1,06625
2023/03/10 18:45;1,06625
2023/03/10 18:50;1,06625
2023/03/10 18:55;1,06625
2023/03/10 19:00;1,06625
2023/03/10 19:05;1,06625
2023/03/10 19:10;1,06625
2023/03/10 19:15;1,06694
2023/03/10 19:20;1,06648
2023/03/10 19:25;1,06648
2023/03/10 19:30;1,06648
2023/03/10 19:35;1,06648
2023/03/10 19:40;1,06546
2023/03/10 19:45;1,06546
2023/03/10 19:50;1,06498
2023/03/10 19:55;1,06486
2023/03/10 20:00;1,06486
2023/03/10 20:05;1,06486
2023/03/10 20:10;1,06486
2023/03/10 20:15;1,06486
2023/03/10 20:20;1,06448
2023/03/10 20:25;1,06448
2023/03/10 20:30;1,06448
2023/03/10 20:35;1,06448
2023/03/10 20:40;1,06448
2023/03/10 20:45;1,06448
2023/03/10 20:50;1,06448
2023/03/10 20:55;1,06403
2023/03/10 21:00;1,06403
2023/03/10 21:05;1,0643
2023/03/10 21:10;1,0643
2023/03/10 21:15;1,0643
2023/03/10 21:20;1,0643
2023/03/10 21:25;1,0643
2023/03/10 21:30;1,06427
2023/03/10 21:35;1,06427
2023/03/10 21:40;1,06427
2023/03/10 21:45;1,06427
2023/03/10 21:50;1,06412
2023/03/10 21:55;1,06412
2023/03/10 22:00;1,06412
2023/03/10 22:05;1,06412
2023/03/10 22:10;1,0638
2023/03/10 22:15;1,0638
2023/03/10 22:20;1,0638
2023/03/10 22:25;1,0638
2023/03/10 22:30;1,0638
2023/03/10 22:35;1,0638
2023/03/10 22:40;1,0638
2023/03/10 22:45;1,0638
2023/03/10 22:50;1,0638
2023/03/10 22:55;1,06393
2023/03/10 23:00;1,06393
2023/03/10 23:05;1,06393
2023/03/10 23:10;1,06393
2023/03/10 23:15;1,06393
2023/03/10 23:20;1,06393
2023/03/10 23:25;1,06399
2023/03/10 23:30;1,06399
2023/03/10 23:35;1,06399
2023/03/10 23:40;1,06399
2023/03/10 23:45;1,06399
2023/03/10 23:50;1,06399
2023/03/10 23:55;1,06399
2023/03/13 01:00; 1,06399
2023/03/13 01:05;1,06399
2023/03/13 01:10;1,06399
2023/03/13 01:15;1,06768
2023/03/13 01:20;1,06768
2023/03/13 01:25;1,06768
2023/03/13 01:30;1,06768
2023/03/13 01:35;1,06768
2023/03/13 01:40;1,06768
2023/03/13 01:45;1,06768
2023/03/13 01:50;1,06768
2023/03/13 01:55;1,06902
2023/03/13 02:00;1,06902
2023/03/13 02:05;1,06902
2023/03/13 02:10;1,06902
2023/03/13 02:15;1,06902
2023/03/13 02:20;1,06902
2023/03/13 02:25;1,06815
2023/03/13 02:30;1,06815
2023/03/13 02:35;1,06815
2023/03/13 02:40;1,06815
2023/03/13 02:45;1,06815
2023/03/13 02:50;1,06815
2023/03/13 02:55;1,06815
2023/03/13 03:00;1,06815
2023/03/13 03:05;1,06815
2023/03/13 03:10;1,06693
2023/03/13 03:15;1,06693
2023/03/13 03:20;1,06693
2023/03/13 03:25;1,06693
2023/03/13 03:30;1,06693
2023/03/13 03:35;1,06693
2023/03/13 03:40;1,06907
2023/03/13 03:45;1,06907
2023/03/13 03:50;1,06907
2023/03/13 03:55;1,06907
2023/03/13 04:00;1,06907
2023/03/13 04:05;1,06907
2023/03/13 04:10;1,06907
2023/03/13 04:15;1,07294
2023/03/13 04:20;1,07294
2023/03/13 04:25;1,07294
2023/03/13 04:30;1,07294
2023/03/13 04:35;1,07294
2023/03/13 04:40;1,07294
2023/03/13 04:45;1,07294
2023/03/13 04:50;1,07294
2023/03/13 04:55;1,07267
2023/03/13 05:00;1,07267
2023/03/13 05:05;1,07267
2023/03/13 05:10;1,07267
2023/03/13 05:15;1,07267
2023/03/13 05:20;1,07267
2023/03/13 05:25;1,07267
2023/03/13 05:30;1,07267
2023/03/13 05:35;1,07267
2023/03/13 05:40;1,07267
2023/03/13 05:45;1,07267
2023/03/13 05:50;1,07267
2023/03/13 05:55;1,07267
2023/03/13 06:00;1,07267
2023/03/13 06:05;1,07267
2023/03/13 06:10;1,072
2023/03/13 06:15;1,072
2023/03/13 06:20;1,072
2023/03/13 06:25;1,072
2023/03/13 06:30;1,072
2023/03/13 06:35;1,072
2023/03/13 06:40;1,072
2023/03/13 06:45;1,07220
2023/03/13 06:50;1,07220
2023/03/13 06:55;1,07220
2023/03/13 07:00;1,07220
2023/03/13 07:05;1,07220
2023/03/13 07:10;1,07196
2023/03/13 07:15;1,07199
2023/03/13 07:20;1,07249
2023/03/13 07:25;1,07249
2023/03/13 07:30;1,07276
2023/03/13 07:35;1,07276
2023/03/13 07:40;1,07276
2023/03/13 07:45;1,07193
2023/03/13 07:50;1,07168
2023/03/13 07:55;1,07149
2023/03/13 08:00;1,07149
2023/03/13 08:05;1,07149
2023/03/13 08:10;1,07149
2023/03/13 08:15;1,07216
2023/03/13 08:20;1,07189
2023/03/13 08:25;1,07248
2023/03/13 08:30;1,07198
2023/03/13 08:35;1,07198
2023/03/13 08:40;1,07205
2023/03/13 08:45;1,07229
2023/03/13 08:50;1,07277
2023/03/13 08:55;1,07277
2023/03/13 09:00;1,07354
2023/03/13 09:05;1,07282
2023/03/13 09:10;1,07281
2023/03/13 09:15;1,07246
2023/03/13 09:20;1,07246
2023/03/13 09:25;1,07246
2023/03/13 09:30;1,07246
2023/03/13 09:35;1,07246
2023/03/13 09:40;1,07247
2023/03/13 09:45;1,07247
2023/03/13 09:50;1,07247
2023/03/13 09:55;1,07122
2023/03/13 10:00;1,07122
2023/03/13 10:05;1,07122
2023/03/13 10:10;1,07092
2023/03/13 10:15;1,07049
2023/03/13 10:20;1,06955
2023/03/13 10:25;1,06955
2023/03/13 10:30;1,06728
2023/03/13 10:35;1,06728
2023/03/13 10:40;1,06728
2023/03/13 10:45;1,06728
2023/03/13 10:50;1,06728
2023/03/13 10:55;1,06772
2023/03/13 11:00;1,06772
2023/03/13 11:05;1,06821
2023/03/13 11:10;1,06761
2023/03/13 11:15;1,06716
2023/03/13 11:20;1,06749
2023/03/13 11:25;1,06798
2023/03/13 11:30;1,06724
2023/03/13 11:35;1,06761
2023/03/13 11:40;1,06761
2023/03/13 11:45;1,06666
2023/03/13 11:50;1,06710
2023/03/13 11:55;1,06710
2023/03/13 12:00;1,06710
2023/03/13 12:05;1,06710
2023/03/13 12:10;1,06710
2023/03/13 12:15;1,06719
2023/03/13 12:20;1,06699
2023/03/13 12:25;1,06654
2023/03/13 12:30;1,06654
2023/03/13 12:35;1,06607
